"0bccf0c9-1d7c-4dfc-8c55-c65a44e32010","Process- ETP Treated",0.5,"Non-Hazardous","Sold to Registered Recycler"
"dd626a08-1724-4e51-8e3f-541021b89f1c","PAPER WASTE",3,"Non-Hazardous","Other"
"06ee4810-c4b0-4456-ab5c-1b4f4a67250c","NO WASTE",0,"Non-Hazardous","Sold to Registered Recycler"
"2e0008c8-9ca7-49a7-b26b-b654683505c9","NIL",0,"Non-Hazardous","Other"
"951ecdde-0495-42c0-9919-0c79edd513bb","BOILER",0.1,"Non-Hazardous","Other"
"cb8cbc18-6a21-4af0-9301-532fa0887a49","Not Applicable",1,"Non-Hazardous","Other"
"2fe96da1-588a-4cde-a021-adddf6332b70","Production",0.1,"Non-Hazardous","Sold to Registered Recycler"
"aee77ca8-6b09-43a1-b2b3-cbdb24847604","COLD STORGE",0.01,"Non-Hazardous","Other"
"bc61b6b2-ad5b-4f7a-82d1-c75ca9ba22ec","Normal sewerage effluent discharge,cotton cloth with ink residue",0.4,"Non-Hazardous","Other"
"8216cbb2-27b7-4b39-8f98-7bc892bafee7","Not Applicable",1,"Non-Hazardous","Other"
"f5e7fe87-883c-4918-ad7b-935b9f27f955","Domestic garbage",2.24,"Non-Hazardous","Sold to Registered Recycler"
"e78ccc34-5c54-41be-8984-0ed2e1ec0971","Septic Tank",2,"Hazardous","Sold to Registered Recycler"
"c5b0c03e-3680-49f4-8924-d93c83470230","Septic tank",2,"Hazardous","On To Land for filling"
"0665ed65-32ed-450a-80c6-d573783ae117","Metal Dust",0.01,"Non-Hazardous","Sold to Registered Recycler"
"7e0b112b-8fdb-4cf5-aa81-17423827a4c0","Production",0.1,"Non-Hazardous","Sold to Registered Recycler"
"8100a6aa-4c12-469c-8686-7a82821e9036","SEED PROCESSING NO WASTE",0,"Non-Hazardous","Other"
"958bb1b5-0726-4d53-8660-647fdcc4cafb","wood dust",2,"Non-Hazardous","Other"
"fdddd948-1b94-46f3-84fd-96e8531c41ee","Sludge From ETP",0.01,"Hazardous","Sold to Registered Recycler"
"3adcb0ff-c91b-428b-b394-20dd584daa24","Spent Carbon from Purification Process",0.47,"Hazardous","Sold to Registered Recycler"
"e934c00e-74bc-4d48-91f9-f2c7e2232ec0","D.G. Set",0.01,"Hazardous","Sold to Registered Recycler"
"b011b8e9-d133-4c4d-a509-a9d63aa3848d","WASTE PAPER",5,"Non-Hazardous","Other"
"6fecdae7-eed3-4e12-8c50-f06b50223617","OTHERS",0.01,"Non-Hazardous","Other"
"30f300b8-96e1-4e86-988f-57a92e9b2071","RECYCLING",20,"Hazardous","TSDF Site"
"bbc51190-ed37-4f64-bb97-6a78ce7a4fc1","COW DUNG",4,"Non-Hazardous","On To Land for filling"
"e807a2c6-8b8b-44c3-8b13-5bbfb05f7ef2","Carton Box (Paper)",0.2,"Non-Hazardous","Sold to Registered Recycler"
"715a97c6-7db7-4728-9152-04c55c35e94c","Empty Cashew Shells",7.5,"Non-Hazardous","Sold to Registered Recycler"
"1432474b-e290-4c87-a098-b79c3c9388d6","Sand",0.01,"Non-Hazardous","On To Land for filling"
"ed3782d5-611e-4e46-a678-6cf8014da086","Sewerage",10,"Non-Hazardous","Other"
"c8cd61ff-ca69-491c-b096-969c1925b265","DG SET WASTE OIL",1,"Non-Hazardous","Sold to Registered Recycler"
"232a97dd-d269-42fa-b2f2-bc6e6c9d1324","WASTE WATER",0.5,"Hazardous","Sold to Registered Recycler"
"559d91dc-cf56-44ae-a741-703dde219c4b","Solid Waste",5,"Non-Hazardous","Sold to Registered Recycler"
"c52ddfb1-b0a7-4bf8-aa85-cae0b5c7975c","WASHING",0.1,"Non-Hazardous","Other"
"9d2b5b40-2b4c-47fd-83b0-4a9aaec7a182","WASTE PAPER",1,"Non-Hazardous","Other"
"3b2034e3-810a-435a-9380-ba29d0febb51","Nil",0.01,"Non-Hazardous","Other"
"69cf5874-30e7-4b31-8599-f3d2034e62f2","Domestic and Horticultural",5,"Non-Hazardous","Sold to Registered Recycler"
"bd01179b-06a0-43fd-a162-27aabb76ab66","ETP Sludge",0,"Hazardous","TSDF Site"
"c3077934-b79b-4b6e-a9ab-cdce3944fa3d","MISCLEENOUS",0,"Non-Hazardous","On To Land for filling"
"ef2491ed-e44d-4ae9-af67-a3fe69f83cb6","nil",0,"Non-Hazardous","Other"
"e46a0af8-43f3-4287-98e5-8c266610b4e4","Raw",20,"Non-Hazardous","Other"
"c5842b0b-cee9-443d-a3f8-a25087b485a4","Production",0.1,"Non-Hazardous","Sold to Registered Recycler"
"25545b69-8378-4f46-8e29-ae8d0735f626","Septic Tank",10,"Hazardous","Sold to Registered Recycler"
"cfee1682-97e7-499a-91ec-122e3988925e","Cardboard",0,"Non-Hazardous","Sold to Registered Recycler"
"3fa0cf59-e0a5-4ccc-80af-2a9838d39010","Production",0.1,"Non-Hazardous","Sold to Registered Recycler"
"3bf62c36-7242-4ed3-8ec6-41e235697dd8","Production",0.1,"Non-Hazardous","Sold to Registered Recycler"
"e70b7cf0-eea7-4ebf-98fb-217fd28e93f1","DOMESTIC",0,"Non-Hazardous","Other"
"cc0995d6-30a4-4893-99eb-b009e21de490","EXTRUSION",0,"Non-Hazardous","Other"
"0fd7c40b-3814-4d8c-936d-ed799018a93c","Un-reacted HCL fumes",0.01,"Non-Hazardous","On To Land for filling"
"37b9fb6d-9b4d-45d1-8fb5-a0f9df5828cc","Raw Waste",0.5,"Non-Hazardous","Sold to Registered Recycler"
"63b30a4e-c424-4bfb-b9fc-1f7369be1551","Core veneer",0.5,"Non-Hazardous","Other"
"4705a3bc-7c70-4d63-a1aa-f22e78a83068","Tailor Cutting",50,"Non-Hazardous","Sold to Registered Recycler"
"5e6acb54-9d1a-43a0-ad1d-44197625c39a","Solar",200,"Non-Hazardous","TSDF Site"
"80e473a3-5f0f-422f-9c82-f12fc03bf6ef","domistic",1,"Non-Hazardous","Other"
"b44293c3-0610-4f1e-ad85-c8afdcb22828","AIR/WATER AND SOLID WASTE",70,"Non-Hazardous","Other"
"c22c3491-c19c-4f2f-8738-127d461f9d51","Sewerage",10,"Non-Hazardous","Other"
"7cc01154-2736-4e7f-b051-243c2b44b0a5","Five",0,"Non-Hazardous","Other"
"e021e023-b876-4758-8923-36ed53c9e953","Not Applicable",200,"Non-Hazardous","On To Land for filling"
"1063a0e6-baf5-4b5c-b2bf-29dc49967edd","SUGARCANE BAGASSE",10,"Non-Hazardous","Other"
"166d122a-7088-42e8-9065-cc359dd937b6","BROKEN GLASS",0.2,"Non-Hazardous","Sold to Registered Recycler"
"dc17d35e-c06f-448d-bb60-d81363997b6a","Waste Paper",0.1,"Non-Hazardous","Other"
"6bee41da-4d1e-483f-8f8a-dbfa08dc64bf","Not Applicable",0,"Non-Hazardous","Other"
"0d75e4e1-2586-4999-8d61-2bf19ff7274b","Boiler",2.5,"Non-Hazardous","Sold to Registered Recycler"
"dc0688ac-106c-41c6-90e1-91c3990e3838","NA being NIL generation",0,"Non-Hazardous","On To Land for filling"
"a07fe221-e1ac-4e0c-ac78-26800d44766d","Production Line",1,"Non-Hazardous","Other"
