"fcfadcea-c07d-4d28-bb2e-90c2b6213029",500000,127308,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Interlocking tiles"
"e392213c-fc1f-4535-bef4-c20f6a821e18","EXPANSION",,1,0,"None of these",,"Expansion Project","Pharmaceutical Industry","Large - more than 10 crores",,,
"afed5523-39e5-41dc-a82e-4700a83b13bb","Interlocking Tiles",127308,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Industries"
"830d2a5b-cf54-4d06-ac2c-57724335c15b","mfg of minieral water",11043,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Micro - upto 25 lakhs",,,
"b900378f-8530-4b05-a6f3-132866c700ff","Interlocking Tiles",127046,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Industries"
"1730193d-94c6-44e1-9442-44f98b811b38",,,0,0,"Export Oriented",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Medium - more than 5 crores and less than 10 crores",,,
"dac5ab6f-49e6-4366-aa2a-bf9b13c48030","SETTING UP AN INDUSTRIES FOR PICKLES",10306,0,0,"None of these",,"Expansion Project","Agro-based, Food Processing and Allied Industry","Micro - upto 25 lakhs",,,
"72321ac8-b412-41f4-8a61-8a9f94896238","Interlocking Tiles",127041,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Industries"
"8e881508-6dc0-468e-8221-cacf4f0ecf15",0.2,,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"1-A"
"310760e2-8992-40f1-a573-505d5bc1e998","Cotton Ginning",,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"69db06ad-8c27-4f3c-82c3-b7a4143873a4","To act as an ancillary to Varun Beverages Ltd. PEPSI manufacturer having its Plant at Nuh",,0,0,"None of these",,"New Project (New Site)","Other Industries","Medium - more than 5 crores and less than 10 crores",,,"Bottle Caps Manufacturer"
"35e9151e-b9ad-49b4-b8a0-9787dd191cd3","Manufacturing of label �and stickers",,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"packaging matrial"
"2995838b-5cab-44af-879f-3c0fae9f4b7c","HELIPAD",,0,0,"None of these",,"New Project (New Site)","Other Industries","Large - more than 10 crores",,,"HWLIPAD"
"f93bb206-9d2c-4f60-abbd-48224cf31d5a",,,0,0,"None of these",,"New Project (Existing Site)","Agro-based, Food Processing and Allied Industry","Micro - upto 25 lakhs",,,
"8b30093c-d23a-46ea-8482-0e63b98ce500",,,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Micro - upto 25 lakhs",,,
"370ba914-de09-458a-8b77-22104eee8ca7",,,1,0,"None of these",,"New Project (New Site)","Electronics & IT/ITES","Large - more than 10 crores",,,
"59ea643c-2d21-47e7-82ee-708e471f51ad","Educational Services",,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Technical Education"
"3d4f4c27-1227-4e05-950c-891186fe3950","Industrial unit",16213,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Manufacture of flush doors and other boards or panels"
"6fb466c0-9ecb-43c4-b4db-d0f7f0840b7a",,,0,0,"Highly Technical",,"New Project (New Site)","Chemical Industry","Large - more than 10 crores",,,
"4be21afa-d32b-42a1-9470-4d8fe79399f3","Research and Development, Technology Deployement",,0,0,"Highly Technical",,"New Project (New Site)","Other Industries","Large - more than 10 crores",,,"Alternative and Renewable Energies, Oil, Petroleum and petrochemical Research"
"329fa008-ca69-4d5f-9e8a-8825458ef7cd",,,0,0,"None of these",,"New Project (New Site)","Chemical Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"a3caa5dc-4e74-419d-b7c4-05652fc2a4c9","Education",853,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Education"
"ba36e759-03d0-41b7-8140-90ffce4bb4b5","Machinery Parts",,0,0,"None of these",,"New Project (New Site)","Auto, Auto Components and Light Engineering","Medium - more than 5 crores and less than 10 crores",,,
"19cf7010-8608-4991-ad17-3facb693f9b5","45 lacs",,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
