"f5c0eca7-d683-4b4d-ad5a-a70872a9f09c",0,"Not Applicable","NA","NA"
"8a82c441-f973-4dd5-8184-a2ea94844977",6,"Boiler","Rice Husk","Cyclone Separator"
"17e9472a-ad58-47ea-8fc6-f534fe57526b",1234,"Boiler","LDO","Scrubber"
"0ffde83f-412d-49e1-a9bd-ad8cf0b75845",125,"DG Set","HSD","Adequate Stack Height Only"
"6a31ad6c-3c3b-46f9-90ac-4927472c5c8e",200,"DG Set","HSD","Adequate Stack Height Only"
"5681f542-218a-4238-a198-503ffa217ae5",60,"DG Set","HSD","Adequate Stack Height Only"
"0aa3f3ba-5f71-43e4-acbf-c07ccaf88c25",500,"DG Set","HSD","Adequate Stack Height Only"
"9bb125f1-d2cd-41f2-abc6-49f76e210e89",0,"Not Applicable","NA","NA"
"1a8cb192-894f-41fb-a648-369731973a05",0,"Not Applicable","NA","NA"
"d9c7a5b5-9709-4356-bc6e-134c063be1f4",3,"Boiler","Other - BRIQUETTE","Cyclone Separator"
"b3f0e3b6-3fc2-4fcc-b8c6-70a8c7fa8b29",125,"DG Set","Rice Husk","Adequate Stack Height Only"
"bf086309-8dff-4472-b88b-ca139cca3c1c",5,"DG Set","Furence Oil","Adequate Stack Height Only"
"af079222-c2c7-4ece-b3a0-b7461c47abd1",0,"Not Applicable","NA","NA"
"346aa3ed-8bdc-48cd-bcd1-ab25bee5e272",125,"DG Set","Electricity","ESP(ElectroStatic Presipretator)"
"043f1ce6-9332-49d5-92d5-738b254286c3",0,"Not Applicable","NA","NA"
"c382ec10-76fb-4194-b2b0-ca0c050cd1a7",0,"Not Applicable","NA","NA"
"0b59cc2b-2f1e-440c-8c72-1b5cd479066d",1500,"DG Set","HSD","Adequate Stack Height Only"
"bf099357-bf13-4679-87c8-b11a68a66942",500,"DG Set","HSD","Adequate Stack Height Only"
"a961c459-0fed-48a6-9e54-092766f70831",380,"DG Set","HSD","Adequate Stack Height Only"
"1ea9fe6e-a8dd-457a-afd5-152dde171c54",250,"DG Set","HSD","Adequate Stack Height Only"
"b1d44ee7-5717-41e0-bbe8-019d36373982",320,"DG Set","HSD","Adequate Stack Height Only"
"7e8101e0-e805-49cf-9046-0b4f85ef0928",1,"Boiler","Other - OTHER","Cyclone Separator"
"7b53d4a0-1473-4cd7-b3cf-0f325277d678",1,"DG Set","HSD","Adequate Stack Height Only"
"6458a89e-9f73-4b0e-8bb9-008bfe4bdffb",0,"Not Applicable","NA","NA"
"49f4d586-71e4-4605-8b6b-12cfd5b35567",0,"Not Applicable","NA","NA"
"1f35f3aa-0f04-4356-a3c6-2fb0275c087f",0,"Not Applicable","NA","NA"
"d73c5161-5616-40d0-a312-44adb263717c",0.1,"Process Emission","Electricity","Cyclone Separator"
"2f883dd3-2c12-4551-ae98-234fba5879e8",0,"Not Applicable","NA","NA"
"023c86fe-0038-49e9-9af6-783e57b8c04a",25,"DG Set","HSD","Adequate Stack Height Only"
"aafb6472-a0fb-4afe-8c98-6b564c5951ee",25,"DG Set","HSD","Adequate Stack Height Only"
"c9017694-8100-43d5-a67f-7dfa27b77103",10,"DG Set","HSD","Adequate Stack Height Only"
"787f93fa-b95d-41b0-a5a2-293a30c97ecd",750,"DG Set","HSD","Adequate Stack Height Only"
"ce9ad670-7dbe-4fe0-b7d6-f871c2d256ea",2,"TG Set","Other - WOOD","Multi-Cyclone Separator"
"710a6338-25f2-44bb-a7f2-d51683e2aa8e",0.5,"Boiler","Coal","Cyclone Separator"
"e690ef44-e1a5-4032-97dd-209a33702aa8",200,"DG Set","HSD","Adequate Stack Height Only"
"32f85261-8362-44b3-b204-a963a9224aab",0,"Not Applicable","NA","NA"
"3a3ef9a3-07d7-4006-b004-d64ef5a2a9ad",0,"Not Applicable","NA","NA"
"00da0a64-974b-4e56-8dcc-79082a1257c1",0,"Not Applicable","NA","NA"
"3ebedb6a-0699-4784-ad31-cbeceb22cf89",0,"Not Applicable","NA","NA"
"8ba50dd6-f9bc-4d9f-a7e0-97bd2bfc06bc",0,"Not Applicable","NA","NA"
"7f587b9d-4060-43ee-86d8-7db55807b80b",2,"Boiler","Electricity","Bag Filters"
"dd8687e1-c201-46c8-afcb-07f23d612a7a",1,"Boiler","Other - NO FUEL","Adequate Stack Height Only"
"88fd068f-7406-4d7e-88f7-b5a2591419d8",1,"Boiler","Other - NO FUEL","Adequate Stack Height Only"
"d70268bb-11d3-4268-b285-061691b0dd26",1,"Boiler","Other - NO FUEL","Adequate Stack Height Only"
