3E6AED3C-F571-4469-887A-FA41EB729305,0,Not Applicable,NA,NA,2016-07-31,2016-07-31,5B0202E4-27C0-4652-AF6B-5F65EC7B87A2
6DAC8A6D-074A-40E2-B37A-7B939988FBD2,0,Not Applicable,NA,NA,2016-08-01,2016-08-01,FCFADCEA-C07D-4D28-BB2E-90C2B6213029
45095C00-158C-481B-8688-4C9DC99B16A7,1500,DG Set,HSD,Scrubber,2016-08-01,2016-08-01,E392213C-FC1F-4535-BEF4-C20F6A821E18
1E85C133-8E42-4FB3-87A0-DFB9EDAE8B3E,0,Not Applicable,NA,NA,2016-08-01,2016-08-01,AFED5523-39E5-41DC-A82E-4700A83B13BB
1D29412D-A4F6-4380-9081-DBF8899959F4,125,DG Set,Other - Disel,Scrubber,2016-08-01,2016-08-01,2C1BC201-548F-4454-9799-0AB775C64AED
E1FD49BA-FCB8-4E4C-BC4C-B86E2CC91D06,0,Not Applicable,NA,NA,2016-08-01,2016-08-01,B900378F-8530-4B05-A6F3-132866C700FF
8CB5BB83-988C-4C33-AC70-6460BAE11952,0,Not Applicable,NA,NA,2016-08-01,2016-08-01,72321AC8-B412-41F4-8A61-8A9F94896238
2B5CF501-702C-4394-8CB4-0E7DD09D7835,15,Boiler,Rice Husk,Adequate Stack Height Only,2016-08-01,2016-08-01,DAC5AB6F-49E6-4366-AA2A-BF9B13C48030
25268BA4-EC91-401D-AE28-73141EB179E6,0,Not Applicable,NA,NA,2016-08-01,2016-08-01,8E881508-6DC0-468E-8221-CACF4F0ECF15
9AAA6DF0-A124-4FFD-8C83-E0754F40C62E,200,DG Set,Electricity,Multi-Cyclone Separator,2016-08-01,2016-08-01,310760E2-8992-40F1-A573-505D5BC1E998
9EF5194D-EC92-43BE-8847-623CC0ADA267,0,Not Applicable,NA,NA,2016-08-01,2016-08-01,830D2A5B-CF54-4D06-AC2C-57724335C15B
E35C6425-4F06-43C2-AB6E-AAC7173C154A,25,DG Set,Other - disel,Gravity Dust Settling Chamber,2016-08-02,2016-08-02,35E9151E-B9AD-49B4-B8A0-9787DD191CD3
DA93E368-DC90-430B-B93F-7943E8A156BD,1000,DG Set,HSD,Trima Cyclone,2016-08-02,2016-08-02,69DB06AD-8C27-4F3C-82C3-B7A4143873A4
7DA6520A-5A38-426F-A144-CA762B675F15,0,Not Applicable,NA,NA,2016-08-02,2016-08-02,F93BB206-9D2C-4F60-ABBD-48224CF31D5A
64C8743D-E4CE-4138-8D6B-9535ECE54CE5,0,Not Applicable,NA,NA,2016-08-02,2016-08-02,8B30093C-D23A-46EA-8482-0E63B98CE500
D4E07652-AF38-4C0F-8852-9D2694CD21B5,1,DG Set,HSD,Scrubber,2016-08-02,2016-08-02,370BA914-DE09-458A-8B77-22104EEE8CA7
4D7940E1-6037-4A5B-B0C8-80F02F668665,50,DG Set,Electricity,Adequate Stack Height Only,2016-08-02,2016-08-02,59EA643C-2D21-47E7-82EE-708E471F51AD
DCED33B0-1489-4F39-8EB8-AEF42D017220,3,Boiler,Other - wood,Multi-Cyclone Separator,2016-08-02,2016-08-02,3D4F4C27-1227-4E05-950C-891186FE3950
05125737-DDDD-4130-863C-A57E44F96B48,350,DG Set,HSD,Adequate Stack Height Only,2016-08-02,2016-08-02,6FB466C0-9ECB-43C4-B4DB-D0F7F0840B7A
735C18AC-CAE9-4E6B-A39D-46FCA5673157,3000,DG Set,HSD,Adequate Stack Height Only,2016-08-03,2016-08-03,4BE21AFA-D32B-42A1-9470-4D8FE79399F3
30E4B03D-E865-4A91-A3CD-BB0F1722E2BE,20,DG Set,HSD,ESP(ElectroStatic Presipretator),2016-08-03,2016-08-03,329FA008-CA69-4D5F-9E8A-8825458EF7CD
C83C3C48-F83C-4657-9272-8FC9A94A26E2,0,Not Applicable,NA,NA,2016-08-03,2016-08-03,BA36E759-03D0-41B7-8140-90FFCE4BB4B5
404DE109-F45E-44E4-8EF7-990770B741EF,0,Not Applicable,NA,NA,2016-08-03,2016-08-03,19CF7010-8608-4991-AD17-3FACB693F9B5
