5AFB3F89-335B-4E07-B784-0CDFD462718B,D7AED503-DE20-45BC-8383-8895A5C69477,Final Phase,Aluminium Utensils,0.65,01-04-2017,27-09-2016,27-09-2016
20682B75-D7C7-4A2A-876D-A907FFC37689,D54B55DB-7167-4841-A58E-454A39D6B835,FOUR,Affordable Homes,3000,01-01-2018,13-10-2016,13-10-2016
9575760A-4570-47E1-AD82-3BBDDBB470D2,0CF49507-23DA-45EE-B17D-8B2999E79408,FINAL,AGRO BASED,0,15-10-2016,29-09-2016,29-09-2016
C8D5EDAE-B030-48C5-B121-6CF48AF2C7F9,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF,Phase 1,Agro and food packing ,75,10-11-2016,04-10-2016,04-10-2016
28ABFDA2-B87F-4ECD-8C9B-0B662B255808,C2FAAA24-B490-4731-B4C8-067FA5562300,1,AC and Washing Machine,1,30-11-2016,12-10-2016,12-10-2016
7275C193-967D-4393-BD2C-FF6FFC14AAB7,C2FAAA24-B490-4731-B4C8-067FA5562300,2,Refrigerator  ,1,31-03-2023,12-10-2016,12-10-2016
DABFFB10-252B-40AD-80AC-2E9A96D6B473,D5E276F8-0D0B-42EF-B57E-38ED93213742,NOT AVAILABLE,LUBRICATION SYSTEMS ,0,03-10-2017,18-11-2016,18-11-2016
DD6B425A-7823-4EFD-992C-F54DF7C96476,8E91FBBD-2F19-4082-A92B-C77D639B9BA7,1,Audio System,1,25-10-2016,13-10-2016,13-10-2016
5F01AED2-9184-45E9-8154-8E3A869714DA,5B6164AE-8055-4B63-A5A3-9CABEE6EF5D5,Five,Electrical,0,01-12-2016,08-10-2016,08-10-2016
2DC5C9C9-1662-40DE-BB9B-1A4B6F5EA070,FE545AFB-D37F-44EE-833E-D570EAFE24A8,SINGLE,TEXTILES,6.96,01-04-2018,10-10-2016,10-10-2016
494B0099-D401-4552-A4FC-F0B48BD05E77,2F6B1527-A4B1-4948-880D-663FBE334C94,Final,Kachha Rice,1.24,15-11-2016,19-10-2016,19-10-2016
88F9409E-E476-49EB-81EF-A524D748EE33,EAB3A97B-0389-43DE-A219-7DDE26938D15,First Phase,Metal,0,15-05-2017,07-11-2016,07-11-2016
CC3FCFB7-44AB-4C81-B21F-4DED2F969089,ADF27E2C-32A9-4E76-912D-726687D6FD20,Fibre,Fibre Sheet,0.1,08-06-2016,21-11-2016,21-11-2016
60F8ED27-ABD8-4AE3-8256-B9A464ECA2C5,23600AB3-8C3B-4E7B-AC9E-473304EF0EE5,II,AUTOMOBILE,0,01-08-2017,23-11-2016,23-11-2016
902D2E2C-E5B6-4B12-9700-70CEAE60CD8B,28B9FFA6-0731-4688-A62B-E4DAA924ABB7,Storage,Cold Storage ,0,01-01-2018,25-11-2016,25-11-2016
1D447FFA-0251-488F-AAB7-1D54D48A0BFD,651239AC-F58B-46E5-A1FB-33B1F2829FE7,1,woven labels,23,30-12-2018,06-12-2016,06-12-2016
0983650D-BD0A-4050-99B4-8CE86BA54C72,651239AC-F58B-46E5-A1FB-33B1F2829FE7,2,paper tags,5,30-12-2019,06-12-2016,06-12-2016
E6C67BFB-2409-403F-9520-012622E125C2,A75C50BE-54BF-4F36-99D3-5A09C6981222,One,Pesticides etc.,1.15,01-01-2017,16-12-2016,16-12-2016
54039D01-19DE-49F4-A3D1-024B6B8AEB8A,F6384BA8-2D4A-404C-B1CA-9D4F7E2CCF7D,1,Real Estate,60,02-01-2017,19-12-2016,19-12-2016
A6D89FDD-90A5-4F50-A9DA-0901CC6843D0,E41DE93E-ACE9-4E21-8750-A09DB71B873F,SERVICE INDUSTRY,COLD STORAGE,3.51,01-02-2017,27-12-2016,27-12-2016
629A2D6F-CAAB-4024-BA3E-731A5EA04706,3CCE371C-87FE-4705-AEB0-91A36A81035C,1,woven labels,23,30-12-2018,29-12-2016,29-12-2016
5F948200-CF5C-47ED-B00C-F93BB5BF2F17,3CCE371C-87FE-4705-AEB0-91A36A81035C,2,paper tags,5,30-12-2019,29-12-2016,29-12-2016
C81DA6EE-65C2-4F7D-824C-595E4B6244E4,276C2200-1895-4FB9-8836-298DCB9ED6E4,Construction,Building,2,28-02-2017,19-01-2017,19-01-2017
F8E7705F-8A95-4AD8-83A0-C893E472CD55,276C2200-1895-4FB9-8836-298DCB9ED6E4,Machinary,installation of Machine,2.15,15-03-2017,24-01-2017,24-01-2017
9861EB87-C539-46C0-90BE-F6EB4634725B,B1338804-9705-494F-A206-D27A2AE7ACD7,Phase 1,Civil Construction and Sewerage Work,3.25,30-03-2017,23-01-2017,23-01-2017
66B2B7C2-77DE-4BBA-905C-4F715CD590BE,B1338804-9705-494F-A206-D27A2AE7ACD7,Phase 2,Civil and Building Construction Work,3,30-04-2017,23-01-2017,23-01-2017
6642D34E-FA58-4C5C-AE96-33E84A601FB1,B1338804-9705-494F-A206-D27A2AE7ACD7,Phase 3,Plant and Machinery,10,30-05-2017,23-01-2017,23-01-2017
4EAAC567-79DE-446A-AB10-64A24402A503,B1338804-9705-494F-A206-D27A2AE7ACD7,Phase 4,Plant and Machinery,10,30-06-2017,23-01-2017,23-01-2017
2E00E97C-56B3-4391-AC4A-107CA2D00E0B,B1338804-9705-494F-A206-D27A2AE7ACD7,Phase 5,Final Plant and Machinery ,9.75,30-07-2017,23-01-2017,23-01-2017
2CFC815D-6380-4E1E-8606-77890206BF2F,16393C4B-4C3D-4D20-BFD9-52317275A041,Phase I ,Building Construction,0.8,10-01-2017,23-01-2017,23-01-2017
0FC45D46-4CF9-43FD-8179-2572933FD707,16393C4B-4C3D-4D20-BFD9-52317275A041,Phase II,Installation of Machinery,1.1,15-06-2017,23-01-2017,23-01-2017
D0AF4DAD-48C9-4B58-8E96-D2DC82FA9197,16393C4B-4C3D-4D20-BFD9-52317275A041,Phase III,Trial Run,0,25-06-2017,23-01-2017,23-01-2017
B2F0602C-A06D-4DCF-9178-0B6C7F8E65D2,16393C4B-4C3D-4D20-BFD9-52317275A041,Phase IV,Commercial Production,0,30-06-2017,23-01-2017,23-01-2017
4311764C-8369-415C-982C-9BF6A84D3C6C,F0265247-9362-48C2-8479-B833D552BDE9,Commercial Production,Processing of Raw Cashew Nuts,0,01-05-2017,23-01-2017,23-01-2017
F562C8A8-3524-4BCD-B57A-FF5BAD7AD7EF,F0265247-9362-48C2-8479-B833D552BDE9,Installation of Machinery,Plant and Machineries,2.33,20-02-2017,20-01-2017,20-01-2017
62603878-5608-4422-A998-933E555923C8,F0265247-9362-48C2-8479-B833D552BDE9,Testing Phase,Testing,0,01-04-2017,20-01-2017,20-01-2017
3ACE780E-DAD9-488D-9E26-F0E6FAEB1237,F0265247-9362-48C2-8479-B833D552BDE9,Construction of Building,Building,2.1,01-11-2016,20-01-2017,20-01-2017
