"e73cba7a-037a-4271-906d-f70c724a0ac6","Coal"
"38b02598-0014-415d-8955-88869f0cb952","Electricity"
"3e1620cb-b739-47b9-b1f8-a8ffcd6a1584","Furence Oil"
"453672e3-f0e0-4f8e-bf8a-7d2cc3284ab7","HSD"
"0c4ca62c-b122-4030-a4bc-fcb276742c3b","LDO"
"a1b9c1bc-5835-4a7f-bc2c-e4b8cb12710c","NA"
"d9492b74-7cf8-49fb-b88f-d3d31cae5fba","Other - 000"
"f93f0734-8769-445e-84cf-80d2f7a4928b","Other - 0000"
"c0e14eeb-5c2f-403e-b178-c02146dbcbff","Other - Agro Based"
"ff818c98-2886-4dac-97bb-dd3924a819b0","Other - Agrowaste/ Wood"
"fd8b3404-2829-4279-811b-f3c94867f66e","Other - BIOMASS WASTE"
"b7ca60fe-7027-4b55-b633-85d32d7ed79f","Other - BRICKETS AND BAGASSE"
"e77c06f6-ff82-46a8-9f1d-1672b8a2a094","Other - BRIQUETTE"
"45afb946-cfdc-46ad-8191-8affb882f3cb","Other - Briquettes/Wood"
"3277fbc6-7eab-4153-8194-5d7704254474","Other - Diesal"
"f0561112-1f25-4d9d-880a-8d8ca339f53d","Other - DIESEL"
"3cef5ec0-8f36-47e8-ae40-8d2fe7e72add","Other - DISEAL"
"bb527445-7016-4b7d-89b8-aa72dac06a5f","Other - disel"
"83fffe72-7be2-4649-8aef-bc675e0d9b10","Other - dried ingesta"
"596a2376-2481-4544-877a-37e610457869","Other - Firewood, Wastage of Wood"
"7609dde7-9ef7-4242-9be1-1aa6c319fa46","Other - nil"
"39f8e209-8837-43a2-b743-c2c2fa5fe80b","Other - NO FUEL"
"0def2e96-a849-4978-afaa-f83b5224abdf","Other - OTHER"
"4675e5c7-e516-418a-bfc8-700cc9f20855","Other - Syngas generated from waste"
"ad721945-3078-407c-b89b-88875ae9eae0","Other - WASTE WOOD"
"7fa35fd3-9dc7-4320-81fa-0b07f3991d3a","Other - waste wood (by product)"
"d11f23b9-3c17-44f9-a9ed-bc16b25e0c73","Other - wood"
"7fd6536b-5950-4e27-9a29-180e213c98f9","Other - WOODEN"
"816784fd-57d5-4f0a-adb8-9146616c6436","Pet Coke"
"531691f4-7707-4ff6-bec1-c9f180dacf4e","Rice Husk"
