80426B1E-DCE6-46A9-95E6-44703AC834FC,Aluminium Utensils,62000,Numbers / day,27-09-2016,27-09-2016,D7AED503-DE20-45BC-8383-8895A5C69477
85617D00-A5FB-4A5B-B2F9-72D43B080B44,Automotive sealings,3000,Numbers / day,28-09-2016,28-09-2016,71C22D4D-D25E-47FB-B173-2B2C532165C1
7F73B0BD-6EA7-4CF8-AD65-8432B87B051B,Steering wheel assembly with air bag,6000,Numbers / day,28-09-2016,28-09-2016,71C22D4D-D25E-47FB-B173-2B2C532165C1
BFDFBAED-2BA2-4A13-A23E-79411976E4E1,Steel Utensils,40,Numbers / day,28-09-2016,28-09-2016,3F83312F-E9A6-427A-82D4-A82151018D6F
7B8CE7C3-4523-45D1-91E7-022038CBDFCC,Fruit Pulp,1.6,KLD (Kilo Litre / day),29-09-2016,29-09-2016,62E4F159-E992-4AFC-A026-3B4FB04007B2
F296188B-3D80-4608-B620-30941CACE437,water,10.4,KLD (Kilo Litre / day),29-09-2016,29-09-2016,62E4F159-E992-4AFC-A026-3B4FB04007B2
09FE59CF-7A58-42B5-81B4-20948CDBEA03,sugar,1.5,TPD (Tons / day),29-09-2016,29-09-2016,62E4F159-E992-4AFC-A026-3B4FB04007B2
C33A2B1A-7A33-40DF-9319-F971CC5BF9D1,RICE,4.7,TPD (Tons / day),29-09-2016,29-09-2016,0CF49507-23DA-45EE-B17D-8B2999E79408
71F4ABEC-C03E-4649-9225-A6C972408FF8,pasturised milk,50,KLD (Kilo Litre / day),09-12-2016,09-12-2016,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF
17D1FB2C-7ED9-4CBC-B61A-B009D823FD68,butter,7,TPD (Tons / day),09-12-2016,09-12-2016,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF
76338720-EBC6-4790-B74E-CA6A7C5C4AD5,dahi,20,TPD (Tons / day),09-12-2016,09-12-2016,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF
C2515753-37AA-475B-AF34-92D0A47DBBF6,frozen peas,40,TPD (Tons / day),09-12-2016,09-12-2016,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF
5D79AFE7-31CD-4647-A4EF-8897A859E7B8,cheese,2,TPD (Tons / day),09-12-2016,09-12-2016,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF
B0DDF3CA-21FD-4185-B1A4-EFFA64332488,Air Conditioner,1000,Numbers / day,13-10-2016,13-10-2016,C2FAAA24-B490-4731-B4C8-067FA5562300
D17CE503-194C-430B-8FAA-72A7C1CA4BAE,Washing Machine,170,Numbers / day,13-10-2016,13-10-2016,C2FAAA24-B490-4731-B4C8-067FA5562300
34F378E5-B314-4614-82C0-90CC9B764DE7,Milk Chilling,15000,KLD (Kilo Litre / day),07-10-2016,07-10-2016,7E1103B0-EAA6-4CA2-B131-CAFDF6A98857
