36893BFA-FE63-4CA3-A452-DBDC0290E6BF,"Admin, Canteen, Domestic",0,Non-Hazardous,Sold to Registered Recycler,03-09-2016,03-09-2016,03503DA3-56E5-445D-950B-CC56ED5FD22B
22A196AD-8F11-4C7D-8C1A-5AF9ABB1B75E,Cotton Fabric Polyester,13,Non-Hazardous,Sold to Registered Recycler,31-08-2016,31-08-2016,042B7C0F-46DA-4476-9371-D242ADE6E2D4
9181F96F-343D-4A2C-96D4-83A60AC19A60,N/a,0,Non-Hazardous,Other,06-09-2016,06-09-2016,2DB71826-2756-453E-9C97-970EF528CB09
23DC7807-4350-4858-8798-6A84A2C22221,Solid Waste,5,Non-Hazardous,Sold to Registered Recycler,06-09-2016,06-09-2016,5CD86B4F-650E-417A-BD6F-CE643D786F38
03CB228D-2E93-48A6-B679-D2B4B1AA5BF0,No waste ,0,Non-Hazardous,Other,14-09-2016,14-09-2016,C7A267FF-D1B1-4538-967C-EBF2C7F8F905
B4E7D3C2-FEE6-4952-9DBF-8B4427999FF0,N/A,0,Non-Hazardous,Other,08-09-2016,08-09-2016,B6A52FBA-36A4-4B8F-9CD1-518149120D41
8665A2E9-FA2F-4568-AEFF-C589B3A068A6,Production,0.1,Non-Hazardous,Sold to Registered Recycler,13-09-2016,13-09-2016,977FC35E-E66A-4B15-88C7-908520D0E736
5890A725-A9ED-4CAD-A6B0-766B94945B5F,NIL,0,Non-Hazardous,Other,19-09-2016,19-09-2016,8F823A1B-FF92-4248-9843-34A9A2FD5567
3E62362C-9E69-4C4F-947E-CA3079E6773A,Production ,0.1,Non-Hazardous,Sold to Registered Recycler,14-09-2016,14-09-2016,A8016B63-C88A-4BD5-9A06-B65C42247411
9A5BD58F-CF67-4F92-B937-490FA1452015,NOT APPLICABLE,0,Non-Hazardous,Sold to Registered Recycler,30-11-2016,30-11-2016,A526D9C5-8919-4DD8-8A0A-0914D9FB726A
40B9285C-0B0F-4174-A57D-21FA43AE4F72,BOILER,1,Hazardous,Sold to Registered Recycler,16-09-2016,16-09-2016,5692D9F9-0677-40DC-9697-8698253D2643
8BEDD103-74FF-4500-AD3D-7BAD333FA49E,STP SLUDGE,0.5,Non-Hazardous,Sold to Registered Recycler,23-09-2016,23-09-2016,73B16C62-E53B-442F-97C1-0B52B3EAB026
2D067A85-B326-402D-A371-ABC22845617F,Textile,1000,Hazardous,Other,19-09-2016,19-09-2016,240CB130-3A7D-4AED-B94E-09041D67433B
3FB5ECDB-360F-41F9-BC0B-554B60631526,Not applicable on this plant,0,Non-Hazardous,Other,22-09-2016,22-09-2016,D636FD4C-7A81-4DA6-9DE4-B0E42D5D9589
921B6559-D467-4F60-870D-7609CA5ACAC1,CASTING,0.5,Non-Hazardous,Sold to Registered Recycler,25-09-2016,25-09-2016,DC05B486-8384-45A9-AF36-C4EADA991D11
06EE4810-C4B0-4456-AB5C-1B4F4A67250C,NO WASTE,0,Non-Hazardous,Sold to Registered Recycler,16-12-2016,16-12-2016,762A8A73-E01C-4317-9097-3DB76CDD38D7
7A0D3C95-C832-4AF7-A027-E03879E83E11,Nil,0,Non-Hazardous,Other,27-09-2016,27-09-2016,B221C9C2-E3C4-4C90-A538-19F8F5093B56
AFEBB8FC-B31F-4084-81DB-99AFA68739C9,Not Applicable,0,Non-Hazardous,Other,26-09-2016,26-09-2016,10FC5287-298E-4704-AEA9-D0CB52CAEE6C
AC6BFEEE-18FF-4DD3-A6B6-922F98BFF8B7,gqhwgh,123,Non-Hazardous,Sold to Registered Recycler,26-09-2016,26-09-2016,9A40E413-204B-4798-825E-3E6FD8CEC877
11BFF756-F184-4CB8-B3F9-26968B1F505A,Process ,0.5,Non-Hazardous,Sold to Registered Recycler,28-09-2016,28-09-2016,71C22D4D-D25E-47FB-B173-2B2C532165C1
51C56437-A5B6-4A37-B5D1-5ECC69647E8A,Nil,0,Non-Hazardous,Other,28-09-2016,28-09-2016,D7AED503-DE20-45BC-8383-8895A5C69477
3A53F182-432B-4C22-8FBB-2B98C1248F66,NOT APPLICABLE,0,Non-Hazardous,Other,17-10-2016,17-10-2016,D54B55DB-7167-4841-A58E-454A39D6B835
8C718366-FEDF-49DE-9AB1-680892B2C3B2,NIL,0,Non-Hazardous,Other,29-09-2016,29-09-2016,0CF49507-23DA-45EE-B17D-8B2999E79408
C768FA10-88AD-4AC2-9679-BA48E8E4E870,Machinery,10,Non-Hazardous,Sold to Registered Recycler,04-10-2016,04-10-2016,2B7E27C1-C25B-4AC5-B7DC-4F191DD1FBFF
2AA459E7-2850-4255-87D5-D74B625DA076,Production line,1,Non-Hazardous,Other,12-10-2016,12-10-2016,C2FAAA24-B490-4731-B4C8-067FA5562300
B39D3678-F638-4DC3-B0B2-94267CD2F248,SCRAP,1,Non-Hazardous,Other,18-11-2016,18-11-2016,D5E276F8-0D0B-42EF-B57E-38ED93213742
58E744A1-3CAB-4EDB-95B2-D32D71DEBE32,Factory,0,Non-Hazardous,Other,14-10-2016,14-10-2016,8E91FBBD-2F19-4082-A92B-C77D639B9BA7
2E2B8A39-B888-4434-886E-420C0E9C1AD1,Not applicable,0,Non-Hazardous,Other,08-10-2016,08-10-2016,5B6164AE-8055-4B63-A5A3-9CABEE6EF5D5
C8107A88-7B3F-419E-99DD-FD9D60598AFE,NOT APPLICABLE,0,Non-Hazardous,Other,10-10-2016,10-10-2016,FE545AFB-D37F-44EE-833E-D570EAFE24A8
29030D21-A60E-48CB-9FBE-6F992194E9E3,Water,36000,Non-Hazardous,On To Land for filling,17-10-2016,17-10-2016,58373D0D-BD8D-4695-85D7-7A7CB5F92ED9
936E3FAA-1B0E-4B2B-89AA-FEC2A8320AD8,Scrap,0.1,Non-Hazardous,Other,17-10-2016,17-10-2016,FCEEA5BE-DC1F-4DFD-83D9-C7E514EBAB79
3FD9DE1A-FD91-47A3-BC67-D292B71FDFAB,Production,0.1,Non-Hazardous,Sold to Registered Recycler,17-10-2016,17-10-2016,2AE88DBC-3455-4F7D-92FE-AA001462D53B
3FBD5460-6FB4-4B19-9AF2-2F22158E1324,NIL,0,Non-Hazardous,Other,19-10-2016,19-10-2016,2F6B1527-A4B1-4948-880D-663FBE334C94
3571A8FE-5626-4D36-BD84-31C7C07C5E8A,1000,0.1,Non-Hazardous,On To Land for filling,25-10-2016,25-10-2016,0C202580-62EB-4BDF-8BE8-347460539114
16D6D27C-034A-4F78-8A01-E93217CED673,electricity,2,Non-Hazardous,Other,26-10-2016,26-10-2016,A6A14615-B322-4245-9941-C123BEAA4668
FBB88EF0-FC4C-4A0F-8D99-BD7C9852F43E,Led,0.5,Non-Hazardous,Other,07-11-2016,07-11-2016,EAB3A97B-0389-43DE-A219-7DDE26938D15
DE751D16-B5F7-48F6-88D1-135A6FCB90EA,100,1,Non-Hazardous,On To Land for filling,15-11-2016,15-11-2016,5A81E98D-ECA1-478C-BEA6-719397417233
66697D20-BE6B-4D81-9E82-EAAF17D9ABC4,0,0,Hazardous,Sold to Registered Recycler,28-11-2016,28-11-2016,73226393-7776-43DD-A760-988767136B21
FDDDD948-1B94-46F3-84FD-96E8531C41EE,Sludge From ETP,0.01,Hazardous,Sold to Registered Recycler,20-01-2017,20-01-2017,C2B1C537-ABFB-4425-9647-D3C55A1D7648
3ADCB0FF-C91B-428B-B394-20DD584DAA24,Spent Carbon from Purification Process,0.47,Hazardous,Sold to Registered Recycler,20-01-2017,20-01-2017,C2B1C537-ABFB-4425-9647-D3C55A1D7648
8E77ADF4-1F32-4984-B064-36D465133FBB,N.A,0,Non-Hazardous,Other,01-12-2016,01-12-2016,64C51C85-18D4-40B3-ABE3-C74977BA2868
DD626A08-1724-4E51-8E3F-541021B89F1C,PAPER WASTE,3,Non-Hazardous,Other,12-12-2016,12-12-2016,152B3E7B-A76C-456D-95EB-DF87EB9E337F
5769D826-CC46-4DC8-B337-8C4C6C9153EE,"NORMAL SEWRAGE EFFLUENT DISCHARGE, COTTON CLOTH WITH INK RESIDUE",0.4,Non-Hazardous,Other,06-12-2016,06-12-2016,651239AC-F58B-46E5-A1FB-33B1F2829FE7
630B60D7-AFA7-463F-B6D5-EBE52590E78B,Production,0.1,Non-Hazardous,Sold to Registered Recycler,06-12-2016,06-12-2016,4E1456C7-B9D1-466B-AD2A-E315890C96E9
7705422C-FB76-4CD6-BB6E-45BEAF6F087C,Production,0.1,Non-Hazardous,Sold to Registered Recycler,09-12-2016,09-12-2016,6E16CCF9-B534-4465-B3A1-65209B420BF8
0BCCF0C9-1D7C-4DFC-8C55-C65A44E32010,Process- ETP Treated,0.5,Non-Hazardous,Sold to Registered Recycler,09-12-2016,09-12-2016,98B75951-019B-4859-8F1F-192213D21DE6
C8CD61FF-CA69-491C-B096-969C1925B265,DG SET WASTE OIL,1,Non-Hazardous,Sold to Registered Recycler,30-01-2017,30-01-2017,9A0B9A11-1EC0-4635-AF0B-85BC89861107
951ECDDE-0495-42C0-9919-0C79EDD513BB,BOILER,0.1,Non-Hazardous,Other,17-12-2016,17-12-2016,50B04B14-EC99-4324-8F7F-C2355F337C1C
2E0008C8-9CA7-49A7-B26B-B654683505C9,NIL,0,Non-Hazardous,Other,16-12-2016,16-12-2016,A75C50BE-54BF-4F36-99D3-5A09C6981222
CB8CBC18-6A21-4AF0-9301-532FA0887A49,Not Applicable,1,Non-Hazardous,Other,19-12-2016,19-12-2016,F6384BA8-2D4A-404C-B1CA-9D4F7E2CCF7D
69CF5874-30E7-4B31-8599-F3D2034E62F2,Domestic and Horticultural,5,Non-Hazardous,Sold to Registered Recycler,03-02-2017,03-02-2017,CFD465EC-A308-4B30-9603-39A07BEF30A7
F5E7FE87-883C-4918-AD7B-935B9F27F955,Domestic garbage,2.24,Non-Hazardous,Sold to Registered Recycler,29-12-2016,29-12-2016,C46FFDA2-C4FC-46B3-885D-5ACBC50D3D52
2FE96DA1-588A-4CDE-A021-ADDDF6332B70,Production,0.1,Non-Hazardous,Sold to Registered Recycler,23-12-2016,23-12-2016,89E2BE80-5FCD-4A24-BAA2-8AEAFA06D20D
AEE77CA8-6B09-43A1-B2B3-CBDB24847604,COLD STORGE,0.01,Non-Hazardous,Other,27-12-2016,27-12-2016,E41DE93E-ACE9-4E21-8750-A09DB71B873F
8216CBB2-27B7-4B39-8F98-7BC892BAFEE7,Not Applicable,1,Non-Hazardous,Other,29-12-2016,29-12-2016,32BA474C-49D5-482D-AC49-926AFB3295A0
